host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications
0.89073136,1,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,2.5,2,2,500,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,2,0,4.5,4.5,5,5,5,4.5,FALSE,1,1,0,0,0.32,4
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,1,2,3,250,4,1125,3,4,1125,1125,4,1125,TRUE,2,19,49,117,88,30,4,4.88,4.88,4.91,4.9,4.84,4.8,FALSE,1,1,0,0,2.76,5
1,0.95,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,1,1,1,1,103,5,30,5,5,1125,1125,5,1125,TRUE,14,44,74,159,60,16,1,4.9,4.9,4.97,4.95,4.92,4.81,FALSE,3,1,2,0,1.97,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,2,105,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,4.67,4.33,4.67,5,4.67,4.67,FALSE,1,1,0,0,0.14,5
1,0.94,FALSE,14,14,TRUE,TRUE,Manhattan,Shared room,12,2,1,6,799,1,1125,1,1,1125,1125,1,1125,TRUE,21,51,81,81,64,8,0,4.67,4.67,4.86,4.91,4.52,4.61,TRUE,6,0,0,6,1.95,8
0.89073136,0.768297462,TRUE,1,1,TRUE,FALSE,Staten Island,Entire home/apt,4,1,1,3,107,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,14,5,1,4.93,5,5,5,5,5,TRUE,1,1,0,0,0.5,4
1,0.67,FALSE,114,114,TRUE,TRUE,Queens,Private room,1,1,1,1,38,30,1125,30,30,1125,1125,30,1125,TRUE,8,36,36,36,8,2,0,4.5,3.88,4.88,4.63,4.88,4.38,FALSE,108,4,104,0,0.27,7
0.13,1,FALSE,1,1,TRUE,FALSE,Manhattan,Private room,2,1,1,1,100,30,37,30,30,37,37,30,37,TRUE,30,60,90,90,4,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.12,2
1,0.91,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,2,3,231,3,1125,3,3,1125,1125,3,1125,TRUE,5,5,5,5,58,10,5,4.9,4.98,4.97,4.97,5,4.84,FALSE,1,1,0,0,2.08,2
0.9,0.3,FALSE,2,2,TRUE,FALSE,Brooklyn,Private room,3,1.5,1,1,40,3,1125,3,3,1125,1125,3,1125,TRUE,4,29,59,59,28,3,0,4.81,4.96,4.86,4.79,4.36,4.79,FALSE,2,0,2,0,0.87,2
1,0.92,FALSE,5,5,TRUE,TRUE,Queens,Entire home/apt,6,1.5,3,3,180,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,180,10,1,0,5,4.6,4.9,4.9,4.8,4.8,FALSE,1,1,0,0,0.31,5
0.89073136,0.768297462,TRUE,1,1,TRUE,FALSE,Queens,Private room,2,1,1,1,45,4,90,4,4,90,90,4,90,TRUE,0,0,0,0,4,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.12,6
0.89073136,1,FALSE,3,3,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,80,6,90,6,6,1125,1125,6,1125,TRUE,0,0,0,0,3,0,0,5,5,5,5,5,5,TRUE,2,0,2,0,0.09,6
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,2,1,1,91,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,5,4.5,5,5,5,5,TRUE,2,1,1,0,0.09,6
1,0.76,TRUE,2,2,TRUE,FALSE,Queens,Entire home/apt,3,1,1,2,135,2,16,2,3,16,16,2.4,16,TRUE,11,41,71,71,62,15,1,4.76,4.85,4.79,4.84,4.74,4.85,FALSE,2,2,0,0,2.38,1
1,0.94,FALSE,1,1,TRUE,TRUE,Queens,Entire home/apt,16,3,5,6,364,4,30,4,4,1125,1125,4,1125,TRUE,11,41,71,161,48,12,1,4.77,4.75,4.96,5,4.88,4.9,FALSE,1,1,0,0,1.83,5
1,0.95,FALSE,6,6,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,127,4,90,1,90,1125,1125,46.5,1125,TRUE,2,3,13,241,76,40,5,4.78,4.89,4.83,4.64,4.91,4.7,FALSE,6,6,0,0,2.35,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,91,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,7,0,0,4.71,4.57,4.86,5,5,5,TRUE,1,1,0,0,0.28,8
0.86,0.43,FALSE,23,23,TRUE,TRUE,Brooklyn,Entire home/apt,8,1,1,2,75,30,1124,30,30,1124,1124,30,1124,TRUE,4,34,64,339,2,0,0,3,3,3.5,4,3.5,2,FALSE,23,6,17,0,0.06,7
1,0.96,TRUE,2,2,TRUE,FALSE,Brooklyn,Entire home/apt,2,1,1,1,179,4,1125,4,4,1125,1125,4,1125,TRUE,0,12,31,104,66,32,3,4.97,4.95,5,4.98,5,4.94,FALSE,1,1,0,0,2.1,2
1,1,FALSE,2,2,TRUE,TRUE,Staten Island,Private room,1,1,1,1,105,1,7,1,1,7,7,1,7,TRUE,30,60,90,365,4,1,0,3.75,4.5,4,5,4.75,3.75,FALSE,2,0,2,0,0.15,6
1,0.85,FALSE,10,10,TRUE,FALSE,Staten Island,Private room,1,1,1,1,39,30,365,30,30,365,365,30,365,TRUE,14,18,18,93,2,0,0,5,5,5,5,5,5,FALSE,10,0,10,0,0.09,2
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Queens,Private room,2,1,1,1,50,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,4,FALSE,2,0,2,0,0.03,5
1,1,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,71,4,7,4,4,7,7,4,7,TRUE,7,31,59,140,84,24,2,4.87,4.89,4.95,4.95,4.77,4.94,FALSE,1,1,0,0,3.1,4
1,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,101,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,19,93,41,4,4.83,4.83,4.99,4.95,4.74,4.89,TRUE,1,1,0,0,3.3,6
1,0.67,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,125,30,340,30,30,340,340,30,340,TRUE,11,41,71,346,1,1,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.31,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1.5,1.323567139,1,195,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,3,4,5,4,5,2,FALSE,1,1,0,0,0.03,5
0.96,0.92,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,107,1,1125,1,1,1125,1125,1,1125,TRUE,10,40,70,345,60,26,4,4.9,4.95,4.8,4.93,4.78,4.88,TRUE,1,0,1,0,1.94,4
0.94,0.78,FALSE,15,15,TRUE,TRUE,Brooklyn,Private room,2,1,1.323567139,2,60,1,1125,1,1,1125,1125,1,1125,TRUE,12,42,72,162,65,19,0,4.37,4.15,4.86,4.88,4.62,4.58,FALSE,7,0,7,0,54.17,5
0.89073136,0.8,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,129,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,0,14,1,0,4.85,5,4.92,4.92,5,5,FALSE,1,1,0,0,0.99,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,166,30,1125,10,30,1125,1125,28.4,1125,TRUE,16,16,43,70,31,2,0,4.81,4.58,4.77,4.87,4.77,4.58,TRUE,3,3,0,0,1.58,6
1,1,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,120,30,270,30,30,270,270,30,270,TRUE,0,0,0,35,4,0,0,4,4.25,4.75,4,5,4,FALSE,2,2,0,0,0.19,4
0.89073136,0.768297462,FALSE,69,69,TRUE,TRUE,Manhattan,Private room,6,2,2,3,940,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,2,2,4,2,3,1,FALSE,10,0,10,0,0.04,8
0.89073136,0.768297462,FALSE,4,4,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,140,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,4,5,5,5,5,TRUE,1,1,0,0,0.05,3
0.89073136,0.768297462,FALSE,69,69,TRUE,TRUE,Manhattan,Private room,8,3,3,5,1000,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,4.5,4,5,5,5,4.5,FALSE,10,0,10,0,0.07,8
1,0.94,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,79,2,28,2,2,1125,1125,2,1125,TRUE,19,35,65,340,86,3,0,4.71,4.8,4.86,4.86,4.63,4.78,FALSE,1,1,0,0,3,5
1,0.5,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,2,250,30,60,30,30,1125,1125,30,1125,TRUE,30,34,34,34,7,1,0,5,4.71,5,5,5,4.86,FALSE,1,1,0,0,0.26,9
0.99,0.99,FALSE,52,52,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,390,2,1125,2,2,2,1125,2,329.3,TRUE,0,8,22,202,126,82,14,4.34,4.57,4.5,4.42,4.89,4.32,TRUE,49,29,20,0,5.36,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,2,55,30,1125,30,30,1125,1125,30,1125,TRUE,0,27,57,57,11,0,0,4.91,4.73,4.91,5,4.91,4.91,FALSE,2,1,1,0,0.37,6
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,1,1,1,1,42,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,10,0,0,4.67,4.33,4.78,5,4.67,4.67,FALSE,1,0,1,0,0.3,9
1,0.6,FALSE,173,173,TRUE,TRUE,Queens,Private room,1,1,1,1,48,30,1125,30,30,1125,1125,30,1125,TRUE,18,48,78,353,2,0,0,5,4.5,5,5,4.5,4.5,FALSE,162,33,129,0,0.12,8
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,1,2,1,1,33,30,365,30,30,1125,1125,30,1125,TRUE,21,40,58,143,14,1,0,4.71,5,4.86,4.93,4.36,4.64,FALSE,9,0,9,0,0.43,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,80,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,TRUE,1,0,1,0,0.03,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Queens,Private room,1,1,1.323567139,1.593526985,65,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,1,0,0,1,1,1,1,1,1,FALSE,2,0,2,0,0.07,6
0.2,0.4,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,3,1,2,3,110,30,30,30,30,1125,1125,30,1125,TRUE,24,54,84,359,46,1,0,4.62,4.55,4.86,4.71,4.74,4.5,FALSE,1,1,0,0,1.5,1
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,130,30,90,30,30,90,90,30,90,TRUE,0,2,32,307,2,1,0,4.5,3.5,5,5,5,4.5,FALSE,1,1,0,0,0.07,2
0.99,0.99,FALSE,52,52,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,544,2,1125,2,2,2,1125,2,329,TRUE,16,43,65,245,21,8,1,4.48,4.52,4.71,4.67,4.76,4.14,TRUE,49,29,20,0,0.84,4
0.97,0.96,FALSE,4,4,TRUE,TRUE,Queens,Private room,1,1,1,1.593526985,75,31,1125,31,31,1125,1125,31,1125,TRUE,28,58,88,178,10,0,0,4.78,4.89,4.56,4.44,4.67,4.67,TRUE,4,2,2,0,0.38,7
0.96,0.78,FALSE,2,2,TRUE,FALSE,Bronx,Entire home/apt,4,1,2,2,110,2,30,2,2,30,30,2,30,TRUE,15,43,73,163,91,17,1,4.9,4.91,4.93,4.93,4.75,4.84,FALSE,2,2,0,0,3.46,4
0.89073136,0.768297462,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,150,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,8,0,0,4.88,4.63,5,5,5,5,TRUE,1,0,1,0,0.24,6
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,2,2,1,1,38,30,365,30,30,1125,1125,30,1125,TRUE,14,37,62,136,12,0,0,4.67,4.67,4.92,4.67,4.75,4.33,TRUE,9,0,9,0,0.45,2
1,0.97,FALSE,12,12,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,76,3,1124,1,3,1124,1124,2.9,1124,TRUE,16,43,73,348,51,13,0,3.96,3.9,4.39,4.04,4.73,4.18,FALSE,6,0,6,0,1.73,3
1,0.83,TRUE,2,2,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,140,1,1125,1,1,1125,1125,1,1125,TRUE,24,54,84,84,52,1,1,4.56,4.46,4.83,4.83,4.71,4.69,TRUE,2,0,2,0,1.8,2
1,1,TRUE,1,1,TRUE,TRUE,Bronx,Private room,2,1.5,1,1,69,2,24,2,2,1125,1125,2,1125,TRUE,11,41,60,240,97,27,3,4.95,4.95,4.98,4.96,4.74,4.96,FALSE,1,0,1,0,3.13,2
1,1,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,118,3,60,3,3,1125,1125,3,1125,TRUE,1,1,1,1,17,9,0,4.88,4.88,4.94,4.94,4.53,4.94,FALSE,1,1,0,0,4.59,2
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,1,2,1,1,33,30,365,30,30,365,365,30,365,TRUE,0,0,0,64,32,5,0,4.88,4.69,4.97,4.97,4.69,4.88,FALSE,9,0,9,0,0.97,2
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,2,2,1,1,38,30,365,30,30,1125,1125,30,1125,TRUE,0,15,36,172,24,0,0,4.71,4.54,4.96,4.88,4.67,4.63,TRUE,9,0,9,0,0.73,2
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,1,2,1,1,33,30,365,30,30,365,365,30,365,TRUE,17,36,56,110,16,1,0,4.69,4.81,5,4.94,4.81,4.88,FALSE,9,0,9,0,0.59,2
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,2,2,1,1,39,30,365,30,30,365,365,30,365,TRUE,4,34,64,154,18,0,0,4.72,4.61,5,4.94,4.61,5,FALSE,9,0,9,0,0.59,2
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,2,2,1,1,38,30,365,30,30,1125,1125,30,1125,TRUE,20,38,57,130,20,1,0,4.65,4.8,4.9,4.9,4.4,4.55,TRUE,9,0,9,0,0.61,2
0.7,0.97,TRUE,13,13,TRUE,FALSE,Brooklyn,Private room,2,2,1,1,40,30,365,30,30,1125,1125,30,1125,TRUE,3,18,39,109,20,0,0,4.55,4.5,4.95,4.9,4.55,4.75,TRUE,9,0,9,0,0.66,2
0.89073136,0.768297462,FALSE,5,5,TRUE,FALSE,Queens,Private room,2,1,1,1,29,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,4.33,3.67,5,4.67,5,4,FALSE,5,0,5,0,0.1,5
1,0.99,TRUE,1,1,TRUE,TRUE,Queens,Entire home/apt,6,1,3,3,136,3,1125,3,3,1125,1125,3,1125,TRUE,12,42,72,150,137,52,4,4.93,4.95,4.91,4.88,4.72,4.85,TRUE,1,1,0,0,4.73,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,5,1,2,2,155,30,1125,30,30,1125,1125,30,1125,TRUE,20,50,80,80,4,0,0,4.75,4.5,4.75,5,4.5,4.75,FALSE,2,1,1,0,0.17,6
0,0,FALSE,1,1,TRUE,FALSE,Queens,Private room,2,1,1,1,60,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,13,0,0,4.62,4.85,4.62,4.46,4.62,4.92,FALSE,1,0,1,0,0.49,2
1,1,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,8,1.5,3,3,275,1,28,1,1,28,28,1,28,TRUE,0,0,0,1,73,0,0,4.77,4.33,4.88,4.89,4.92,4.79,FALSE,2,2,0,0,2.43,8
0.89073136,0.768297462,FALSE,2,2,TRUE,FALSE,Queens,Private room,1,1,1,1,41,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,28,0,0,4.71,4.82,4.89,4.86,4.64,4.68,TRUE,2,0,2,0,1.11,2
0.1,0.6,FALSE,2,2,TRUE,FALSE,Brooklyn,Entire home/apt,2,1,1,1,89,30,1125,30,30,1125,1125,30,1125,TRUE,19,49,79,79,5,0,0,5,5,5,5,5,5,FALSE,2,1,1,0,0.16,2
1,0.6,FALSE,173,173,TRUE,TRUE,Queens,Private room,2,1,1,1,67,30,1125,30,30,1125,1125,30,1125,TRUE,28,58,88,363,3,2,0,5,5,5,5,5,5,FALSE,162,33,129,0,0.27,8
1,1,TRUE,3,3,TRUE,TRUE,Manhattan,Private room,2,1,1,1,275,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,193,43,0,0,4.88,4.88,4.91,4.86,5,4.72,TRUE,3,2,1,0,1.49,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,89,30,90,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,5,4.75,5,5,4.75,4.75,TRUE,1,0,1,0,0.14,10
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,70,30,50,30,30,50,50,30,50,TRUE,0,0,0,0,3,0,0,4.67,3.67,4.33,5,5,4.67,FALSE,1,0,1,0,0.09,7
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,125,2,1125,2,2,1125,1125,2,1125,TRUE,5,35,65,65,38,2,0,4.92,4.97,5,4.89,4.97,4.97,FALSE,2,1,1,0,1.17,5
0.5,0.28,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,116,4,24,4,4,24,24,4,24,TRUE,1,3,28,28,6,3,0,4.67,3.67,5,5,5,4.5,FALSE,1,1,0,0,0.18,4
1,0.99,TRUE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,10,2,5,5,807,2,30,2,2,1125,1125,2,1125,TRUE,2,27,52,283,142,61,6,4.97,4.92,4.99,4.99,4.82,4.82,FALSE,1,1,0,0,4.62,5
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,110,30,1125,30,30,1125,1125,30,1125,TRUE,5,5,5,5,12,0,0,4.83,4.58,4.42,4.75,5,4.83,FALSE,1,1,0,0,0.37,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,5,1,2,3,399,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,8,0,0,4.71,4.57,4.86,5,5,4.86,FALSE,1,1,0,0,0.25,8
1,0.98,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,140,1,5,1,4,5,5,2.4,5,TRUE,17,39,69,344,40,22,2,4.79,4.74,4.87,4.87,4.82,4.69,FALSE,1,1,0,0,1.22,2
1,0,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,4,1.5,2,3,150,31,1125,30,30,1125,1125,30,1125,TRUE,3,33,63,153,14,0,0,4.67,4.92,4.92,4.75,4.75,4.75,FALSE,1,1,0,0,0.46,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,1,99,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,13,0,0,4.82,4.45,4.64,4.55,5,5,FALSE,1,1,0,0,0.39,3
0.98,0.99,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,401,1,1125,1,2,28,28,1,28,TRUE,28,58,88,363,27,13,2,3.78,4.04,3.96,3.93,4.74,3.74,TRUE,8,0,0,0,1.09,5
0.98,0.99,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,4,1,1,2,468,1,1125,1,2,28,28,1,28,TRUE,16,45,72,343,6,4,1,3.17,3.83,4.17,2.83,4.83,3.17,TRUE,8,0,0,0,6,5
0.98,0.99,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,4,1,1,2,441,1,1125,1,2,28,28,1,28,TRUE,23,53,83,358,188,112,2,3.75,3.85,3.84,3.75,4.71,3.64,TRUE,8,0,0,0,6.1,5
0.98,0.99,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,431,1,1125,1,2,28,28,1,28,TRUE,24,54,84,359,7,6,1,3.71,4.43,4.14,4,5,3.86,TRUE,8,0,0,0,2.73,5
1,0.9,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,105,2,5,2,2,1125,1125,2,1125,TRUE,0,2,32,32,17,17,1,5,4.88,4.94,5,5,5,FALSE,1,0,1,0,2.88,8
0.6,0.84,FALSE,10,10,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,745,1,1125,1,2,2147483647,2147483647,1,2147483647,TRUE,19,47,77,352,45,10,1,4.53,4.73,4.69,4.44,4.87,4.4,TRUE,10,0,0,0,1.46,2
0.6,0.84,FALSE,10,10,TRUE,TRUE,Manhattan,Hotel room,4,1,1,2,825,1,1125,1,2,2147483647,2147483647,1,2147483647,TRUE,18,48,78,353,5,2,1,5,5,5,5,5,4.6,TRUE,10,0,0,0,0.16,2
0.6,0.84,FALSE,10,10,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,785,1,1125,1,2,2147483647,2147483647,1,2147483647,TRUE,19,47,77,352,2,0,0,4.5,5,4,5,4.5,3.5,TRUE,10,0,0,0,0.07,2
0.6,0.84,FALSE,10,10,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,905,1,1125,1,2,2147483647,2147483647,1,2147483647,TRUE,19,49,79,350,1,1,0,5,5,5,5,5,5,TRUE,10,0,0,0,0.28,2
0.6,0.84,FALSE,10,10,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,765,1,1125,1,2,2147483647,2147483647,1,2147483647,TRUE,23,53,83,358,3,0,0,3,4.67,4.67,3.33,5,2.67,TRUE,10,0,0,0,0.11,2
0.6,0.84,FALSE,10,10,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,785,1,1125,1,2,2147483647,2147483647,1,2147483647,TRUE,23,53,83,358,3,0,0,4.67,4.33,5,4.67,5,4.67,TRUE,10,0,0,0,0.11,2
0.8,1,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,381,1,1125,1,1,28,28,1,28,TRUE,0,0,0,0,41,0,0,3.98,4.37,4.22,4.15,4.83,3.85,TRUE,8,0,2,0,1.3,2
0.8,1,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,1,1,1,1,366,1,1125,1,1,28,28,1,28,TRUE,0,0,0,0,64,0,0,4.17,4.56,4.5,4.56,4.95,3.95,TRUE,8,0,2,0,2,2
0.8,1,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,406,1,1125,1,1,28,28,1,28,TRUE,0,0,0,0,14,3,0,4.43,4.5,4.29,4.5,4.71,4.36,TRUE,8,0,2,0,0.44,2
0.8,1,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,376,1,1125,1,1,28,28,1,28,TRUE,0,0,0,0,33,0,0,4.12,4.61,4.79,4.64,4.97,3.88,TRUE,8,0,2,0,1.36,2
1,1,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,60,30,1125,30,30,1125,1125,30,1125,TRUE,0,10,40,315,12,0,0,4.83,4.42,4.92,4.83,4.42,4.83,FALSE,2,0,2,0,0.39,7
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,8,3.5,3,3,425,30,1125,30,30,1125,1125,30,1125,TRUE,29,59,89,179,15,0,0,4.57,4.71,4.5,4.29,4.43,4.5,FALSE,1,1,0,0,0.48,3
1,1,TRUE,4,4,TRUE,TRUE,Queens,Entire home/apt,9,2,3,7,176,3,45,1,3,1125,1125,2.7,1125,TRUE,11,41,71,346,141,54,1,4.6,4.69,4.87,4.65,4.74,4.57,FALSE,1,1,0,0,4.4,6
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,4,2,2,2,180,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,5,4.67,5,5,5,5,TRUE,2,1,1,0,0.09,6
1,0.96,FALSE,1,1,TRUE,TRUE,Bronx,Entire home/apt,4,1,2,3,135,4,1125,4,4,1125,1125,4,1125,TRUE,19,44,74,74,46,14,3,4.46,4.46,4.8,4.7,4.43,4.3,TRUE,1,1,0,0,1.71,6
1,0.76,TRUE,2,2,TRUE,FALSE,Queens,Entire home/apt,5,1,3,4,220,3,16,3,3,16,16,3,16,TRUE,10,40,70,70,53,19,4,4.64,4.75,4.92,4.87,4.6,4.62,FALSE,2,2,0,0,1.68,1
0.92,0.86,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,2,165,2,15,2,2,15,15,2,15,TRUE,2,31,52,79,16,0,0,4.94,4.56,5,5,5,4.88,FALSE,1,1,0,0,0.65,5
1,1,FALSE,4,4,TRUE,TRUE,Queens,Entire home/apt,3,1,2,2,160,30,1125,30,30,1125,1125,30,1125,TRUE,28,58,88,363,1,0,0,5,5,5,5,5,5,FALSE,4,4,0,0,0.04,9
1,0.84,FALSE,170,170,TRUE,TRUE,Manhattan,Private room,1,2,1,1,37,30,1125,30,30,1125,1125,30,1125,TRUE,10,10,10,10,5,0,0,4.4,4.4,4.4,4,4.4,4.4,FALSE,142,7,135,0,0.16,7
1,0.86,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,70,1,4,1,1,1125,1125,1,1125,TRUE,3,17,17,17,23,6,2,4.7,4.78,4.61,4.61,4.74,4.83,TRUE,1,0,1,0,1.08,6
1,0.93,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,127,30,1125,30,30,1125,1125,30,1125,TRUE,6,7,7,7,9,0,0,4.56,3.78,5,5,4.78,4.56,FALSE,2,1,1,0,0.28,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,110,5,7,5,5,7,7,5,7,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.06,6
