host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications
1,1,TRUE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,6,2,3,2,249,5,1125,5,5,1125,1125,5,1125,TRUE,5,7,7,7,2,1,0,3.5,4,4.5,5,4,3.5,TRUE,2,1,1,0,0.08,7
1,1,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,183,4,1125,3,4,1125,1125,4,1125,TRUE,2,20,50,230,73,38,1,4.55,4.42,4.67,4.68,4.89,4.51,FALSE,2,0,2,0,3.16,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,445,2,1125,2,2,1125,1125,2,1125,TRUE,12,42,72,347,3,1,0,5,5,4.67,5,5,4.67,FALSE,1,1,0,0,0.12,7
0.89073136,0.768297462,FALSE,5,5,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,140,1,14,1,2,1125,1125,1.1,1125,TRUE,1,1,1,1,53,37,0,4.79,4.6,4.85,4.75,4.77,4.74,FALSE,5,0,5,0,2.03,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,60,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.04,8
0.96,0.42,FALSE,3,3,TRUE,TRUE,Manhattan,Entire home/apt,1,1,1.323567139,1.593526985,204,30,1125,30,30,1125,1125,30,1125,TRUE,1,2,2,189,3,1,0,4.67,4.33,5,5,5,5,FALSE,3,3,0,0,0.18,5
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Bronx,Private room,1,1,1,1,33,30,180,30,30,180,180,30,180,TRUE,30,60,90,365,5,0,0,4,4.2,4,4.2,4.2,4,TRUE,1,0,1,0,0.38,4
1,0.94,TRUE,1,1,TRUE,TRUE,Staten Island,Entire home/apt,6,1.5,3,4,123,3,1125,1,3,1125,1125,2.1,1125,TRUE,13,30,60,325,58,22,2,4.82,4.75,4.95,4.91,4.67,4.82,FALSE,1,1,0,0,2.28,4
1,0.84,FALSE,3,3,TRUE,TRUE,Bronx,Entire home/apt,8,2.5,3,4,150,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,14,2,0,4.93,5,4.93,5,5,5,FALSE,1,1,0,0,0.62,4
0.56,0.43,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,105,3,1125,3,3,1125,1125,3,1125,TRUE,14,44,74,164,1,0,0,1,1,1,1,1,1,FALSE,1,0,1,0,0.04,10
0,0.17,FALSE,0,0,TRUE,FALSE,Brooklyn,Private room,1,1,1,1,90,30,30,30,30,30,30,30,30,TRUE,11,41,71,71,1,0,0,5,4,5,5,5,5,FALSE,1,0,1,0,0.04,1
1,0,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1.593526985,70,2,7,2,2,7,7,2,7,TRUE,1,29,59,59,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.04,5
0.6,0.75,FALSE,2,2,TRUE,TRUE,Bronx,Private room,2,1,1,1,50,30,90,30,30,1125,1125,30,1125,TRUE,0,0,0,0,6,0,0,4.5,4.67,5,5,4.67,4.67,FALSE,2,0,2,0,0.24,4
0.89073136,0.6,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,4,1.5,2,2,260,5,90,5,5,90,90,5,90,TRUE,0,0,0,0,4,2,0,4.5,4.5,5,5,4.5,4.5,FALSE,1,1,0,0,0.16,5
0,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,12,2,6,6,1000,30,1125,30,30,1125,1125,30,1125,TRUE,29,59,89,179,15,0,0,4.73,4.87,4.8,4.93,5,4.53,FALSE,1,1,0,0,0.59,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Private room,2,1,1,2,100,90,90,90,90,1125,1125,90,1125,TRUE,0,0,0,0,4,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.16,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1.593526985,250,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,5,5,5,5,5,5,TRUE,1,1,0,0,0.12,8
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,3,1,1.323567139,1,170,4,32,4,4,1125,1125,4,1125,TRUE,2,2,2,2,8,4,0,4.29,4.14,4.71,5,4.71,4.29,FALSE,1,1,0,0,0.31,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,120,30,60,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.08,7
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1.593526985,130,30,1125,30,30,1125,1125,30,1125,TRUE,17,30,30,30,2,0,0,5,5,5,5,5,5,TRUE,1,1,0,0,0.08,6
1,0.92,TRUE,4,4,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,62,1,45,1,1,45,45,1,45,TRUE,0,14,32,50,99,59,2,4.77,4.66,4.9,4.87,4.84,4.79,FALSE,3,0,3,0,4.52,2
1,0.92,FALSE,2,2,TRUE,TRUE,Queens,Entire home/apt,10,2,3,7,178,1,45,1,2,1125,1125,1.4,1125,TRUE,13,41,71,161,42,14,1,4.33,4.36,4.45,4.45,4.6,4.4,FALSE,1,1,0,0,16.15,5
0.9,0.89,TRUE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,38,2,1125,2,2,1125,1125,2,1125,TRUE,2,24,24,24,40,14,1,4.9,4.98,5,4.93,4.73,4.93,TRUE,1,0,1,0,1.66,5
0.75,0.33,FALSE,2,2,TRUE,TRUE,Bronx,Private room,2,1,1,1,35,30,60,30,30,1125,1125,30,1125,TRUE,0,0,4,279,14,0,0,4.93,4.93,5,5,4.79,4.71,FALSE,2,0,2,0,0.59,6
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Queens,Private room,13,1,3,7,288,30,30,30,30,30,30,30,30,TRUE,0,2,32,307,1,0,0,1,1,1,1,1,1,FALSE,5,2,3,0,0.05,5
1,1,TRUE,2,2,TRUE,TRUE,Queens,Private room,1,1,1,1,55,7,28,7,7,28,28,7,28,TRUE,5,35,65,155,25,14,1,4.72,4.88,4.56,4.72,4.72,4.6,FALSE,2,0,2,0,1.03,6
0.89073136,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,59,2,29,2,2,29,29,2,29,TRUE,0,0,0,0,40,9,0,4.83,4.83,4.95,4.93,4.55,4.83,TRUE,1,0,1,0,1.82,8
0.94,1,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,200,3,90,3,3,1125,1125,3,1125,TRUE,11,39,44,108,52,29,1,4.67,4.44,4.87,5,5,4.75,TRUE,2,1,1,0,2.16,5
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,12,0,0,4.83,4.83,5,5,4.92,4.75,TRUE,1,0,1,0,0.47,5
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Manhattan,Private room,3,1,1,3,55,1,7,1,1,7,7,1,7,TRUE,0,0,0,0,21,0,0,4.95,4.75,4.9,4.9,4.6,4.9,TRUE,1,0,1,0,0.82,6
0.89073136,0.768297462,TRUE,4,4,TRUE,TRUE,Brooklyn,Private room,2,1,1,2,90,4,30,4,4,30,30,4,30,TRUE,0,0,0,0,13,0,0,4.92,4.92,4.92,4.92,4.46,4.77,FALSE,4,1,3,0,0.51,9
0.89073136,0.768297462,FALSE,7,7,TRUE,TRUE,Manhattan,Private room,5,1,1,3,584,1,30,1,1,2147483647,2147483647,1,2147483647,TRUE,15,44,74,341,2,1,0,5,5,5,5,5,4.5,TRUE,7,0,4,0,0.08,2
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,5,1,1,2,110,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,6,0,0,4.5,4.33,4.83,5,4.83,4.67,TRUE,2,1,1,0,0.25,5
0.89073136,1,TRUE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,50,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,10,0,0,5,4.7,5,5,4.8,4.8,TRUE,3,2,1,0,0.38,7
1,1,FALSE,3,3,TRUE,TRUE,Queens,Entire home/apt,4,2,2,9,156,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,4,1,0,4,4.75,4.5,4.25,4.75,4.25,FALSE,6,6,0,0,0.17,6
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Shared room,1,1,1,1,29,5,31,5,5,1125,1125,5,1125,TRUE,0,0,0,83,11,0,0,4.82,5,5,5,5,5,FALSE,9,0,3,6,0.42,4
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Shared room,1,1,1,1,29,5,31,5,5,1125,1125,5,1125,TRUE,0,0,4,94,6,0,0,5,5,5,5,5,5,FALSE,9,0,3,6,0.26,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,2,2,550,30,30,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,5,5,4.75,4.75,5,4.75,TRUE,1,0,1,0,0.17,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,0,1,1.593526985,300,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.04,7
1,0.91,FALSE,19,19,TRUE,TRUE,Bronx,Entire home/apt,3,1,1.323567139,2,110,5,365,5,5,365,365,5,365,TRUE,0,0,2,220,2,0,0,4.5,4,5,5,4.5,4.5,FALSE,27,3,24,0,0.09,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,200,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,9,0,0,3.63,4.38,4.75,4.75,4.88,3.13,FALSE,1,1,0,0,0.36,5
1,0.88,FALSE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,7,1,4,4,279,2,28,2,2,28,28,2,28,TRUE,11,35,65,155,28,24,3,4.61,4.68,4.89,4.86,4.54,4.61,TRUE,2,2,0,0,9.13,5
1,0.94,TRUE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,120,3,30,3,3,30,30,3,30,TRUE,6,36,66,156,15,15,3,4.67,4.47,4.8,4.67,4.73,4.47,FALSE,1,1,0,0,15,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Shared room,1,1,1,1,40,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,0,3,0,0,3,3,5,5,5,3,TRUE,1,0,0,1,0.12,7
1,0.67,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,71,2,30,2,2,30,30,2,30,TRUE,1,3,33,123,11,9,1,4.45,4,4.64,4.27,4.45,4.55,FALSE,2,0,2,0,0.53,4
1,0.93,TRUE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,185,30,1125,30,30,1125,1125,30,1125,TRUE,17,47,77,352,11,7,0,5,4.91,4.91,5,4.18,4.55,FALSE,1,1,0,0,0.47,4
0.89073136,0.67,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1.593526985,150,45,1125,45,45,1125,1125,45,1125,TRUE,0,3,33,123,3,0,0,5,5,5,5,5,5,TRUE,1,1,0,0,0.12,7
1,1,TRUE,3,3,TRUE,FALSE,Queens,Entire home/apt,4,1,2,2,177,2,1125,2,2,1125,1125,2,1125,TRUE,25,55,85,360,21,20,2,4.86,4.86,4.9,4.95,4.86,4.86,TRUE,3,3,0,0,0.9,2
0.89073136,0.768297462,TRUE,2,2,TRUE,FALSE,Manhattan,Private room,2,1,1,1,179,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,1,0,0,5,4,5,5,5,5,FALSE,2,0,2,0,0.04,3
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Shared room,1,1,1,1,29,5,31,5,5,1125,1125,5,1125,TRUE,0,0,0,63,14,1,0,4.79,4.64,5,4.93,4.79,4.79,FALSE,9,0,3,6,0.55,4
1,0.97,FALSE,5,5,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,435,7,1125,7,8,1125,1125,7.1,1125,TRUE,15,45,75,350,34,25,1,4.85,4.68,4.91,4.88,4.91,4.79,FALSE,1,1,0,0,1.33,6
1,0.63,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1.593526985,75,4,7,4,4,1125,1125,4,1125,TRUE,29,59,89,179,4,4,0,5,5,5,5,4.5,4.75,TRUE,1,0,1,0,1.29,6
0.89073136,0.768297462,TRUE,8,8,TRUE,TRUE,Queens,Shared room,1,1,1,1.593526985,35,1,10,1,1,10,10,1,10,TRUE,0,2,32,307,1,0,0,5,5,5,5,4,5,TRUE,7,0,0,7,0.04,9
0.89073136,0.768297462,FALSE,9,9,TRUE,TRUE,Manhattan,Private room,2,1,1,1,134,1,1125,1,3,1125,1125,1.4,1125,TRUE,9,37,37,37,81,41,6,4.85,4.83,4.86,4.91,4.98,4.8,TRUE,6,0,6,0,3.14,6
0.89073136,0.768297462,FALSE,9,9,TRUE,TRUE,Manhattan,Private room,2,1,1,1,115,1,1125,1,3,1125,1125,1.4,1125,TRUE,7,35,35,35,73,28,3,4.51,4.51,4.62,4.77,4.95,4.59,TRUE,6,0,6,0,3,6
0.9,0.08,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,139,2,7,2,2,7,7,2,7,TRUE,4,34,64,64,1,0,0,5,5,5,5,4,5,FALSE,1,1,0,0,0.04,4
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Queens,Private room,1,1.5,1,3,50,30,365,30,30,365,365,30,365,TRUE,3,33,63,338,5,0,0,4.4,4.8,4.2,4.2,4.2,4.2,FALSE,1,0,1,0,0.19,2
1,1,FALSE,7,7,TRUE,TRUE,Bronx,Entire home/apt,2,1,1.323567139,1,189,1,21,1,1,1125,1125,1,1125,TRUE,22,52,82,357,85,48,3,4.85,4.85,4.93,4.89,4.81,4.71,TRUE,4,1,3,0,3.62,2
0.9,0.42,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,5,1,2,2,221,3,40,3,5,4,40,3,39.7,TRUE,11,30,60,60,19,11,0,4.26,4.21,4.89,4.68,4.74,4.26,FALSE,1,1,0,0,0.77,3
1,0.95,TRUE,8,8,TRUE,TRUE,Queens,Private room,1,1,1,1,71,7,45,7,7,1125,1125,7,1125,TRUE,2,2,2,36,6,3,0,5,4.83,5,5,4.83,4.83,FALSE,4,0,4,0,0.33,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,59,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,TRUE,1,0,1,0,0.04,4
0.89073136,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,45,5,1125,5,5,1125,1125,5,1125,TRUE,0,2,32,32,7,5,0,4.14,4.71,4.14,4.14,4.86,4,TRUE,1,0,1,0,0.48,9
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,50,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.04,4
1,0.84,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,216,2,28,2,2,28,28,2,28,TRUE,1,5,35,35,20,14,4,5,5,4.95,5,5,4.85,FALSE,1,1,0,0,0.85,3
1,0.87,FALSE,2,2,TRUE,TRUE,Staten Island,Private room,2,1,1,1,66,2,20,2,2,20,20,2,20,TRUE,27,57,87,362,12,10,6,4.58,4.42,5,4.67,4.67,4.67,FALSE,2,0,2,0,12,6
1,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,80,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,4.5,5,5,4.5,5,FALSE,4,1,3,0,0.08,5
1,1,FALSE,1,1,TRUE,FALSE,Queens,Private room,2,1,1,1,40,2,30,2,2,1125,1125,2,1125,TRUE,0,0,0,0,25,1,0,4.84,4.92,4.92,4.84,4.68,4.8,TRUE,2,1,1,0,1.04,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,100,4,1125,4,4,1125,1125,4,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.04,6
0.89073136,0.768297462,FALSE,9,9,TRUE,TRUE,Manhattan,Private room,2,1,1,1,149,1,1125,1,3,1125,1125,1.4,1125,TRUE,1,30,56,56,103,62,9,4.81,4.63,4.82,4.82,4.91,4.7,TRUE,6,0,6,0,4.18,6
1,0.96,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,70,1,27,1,1,27,27,1,27,TRUE,0,0,0,203,22,18,0,4.5,4.55,4.68,4.73,4.73,4.68,FALSE,2,0,2,0,9.43,5
1,0.58,FALSE,3,3,TRUE,TRUE,Queens,Private room,2,1,1,1,61,3,120,3,3,120,120,3,120,TRUE,30,60,90,365,1,0,0,4,3,4,5,4,4,FALSE,3,0,3,0,0.04,8
1,0.97,FALSE,6,6,TRUE,TRUE,Manhattan,Private room,4,1,1,1.593526985,310,30,1125,1,1,28,28,1,28,TRUE,0,13,29,252,33,29,0,4.3,4.61,4.33,4.21,4.48,4.33,TRUE,2,0,1,0,19.04,2
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,70,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,10,0,0,4.33,4.67,4.67,4.44,4.78,4.33,FALSE,1,0,1,0,0.42,9
1,1,TRUE,5,5,TRUE,TRUE,Bronx,Private room,1,1,1,1,55,1,28,1,1,1125,1125,1,1125,TRUE,28,58,88,363,47,19,1,4.89,4.6,4.91,4.98,4.77,4.74,TRUE,5,0,5,0,1.86,4
0.33,0.768297462,FALSE,0,0,TRUE,FALSE,Manhattan,Entire home/apt,4,1,1,1,1000,30,30,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.04,5
0.9,1,TRUE,1,1,TRUE,TRUE,Queens,Entire home/apt,4,1,1,2,83,30,90,30,30,1125,1125,30,1125,TRUE,2,28,58,239,14,6,0,4.86,4.93,5,5,5,4.79,TRUE,1,1,0,0,0.56,6
0,0,FALSE,0,0,TRUE,TRUE,Queens,Entire home/apt,10,1,3,5,299,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,3,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.12,6
1,0.58,FALSE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,6,1,1.323567139,4,125,2,1125,2,5,1125,1125,2.5,1125,TRUE,9,38,68,343,54,27,2,4.61,4.83,4.93,4.96,4.57,4.59,FALSE,1,1,0,0,4.82,2
1,0.9,TRUE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1.323567139,2,99,2,20,2,2,20,20,2,20,TRUE,3,33,54,207,76,46,1,4.84,4.96,5,4.96,4.86,4.79,FALSE,1,1,0,0,9.16,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,150,3,15,3,3,15,15,3,15,TRUE,0,0,0,0,3,0,0,4.33,5,4.67,4.67,5,4.33,FALSE,2,1,0,1,0.12,7
0.89073136,0.768297462,TRUE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,2,257,5,1125,5,5,1125,1125,5,1125,TRUE,2,32,62,114,48,27,2,4.96,5,4.98,4.98,5,4.9,FALSE,1,1,0,0,2.02,5
1,1,FALSE,11,11,TRUE,TRUE,Queens,Private room,1,1,1,1,60,30,178,30,30,1125,1125,30,1125,TRUE,3,33,63,338,23,0,0,5,5,5,5,4.96,5,TRUE,4,0,4,0,0.89,6
0,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,10,2,5,5,1000,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,90,40,0,0,4.53,4.63,4.55,4.5,4.65,4.48,FALSE,1,1,0,0,2.28,5
0.25,0,FALSE,0,0,TRUE,FALSE,Bronx,Private room,4,1.5,1,1.593526985,200,2,7,2,2,7,7,2,7,TRUE,29,59,89,89,2,0,0,5,4.5,4.5,5,4.5,5,FALSE,1,0,1,0,0.09,3
0.89073136,0.768297462,FALSE,0,0,TRUE,FALSE,Brooklyn,Private room,4,1,1,1,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,4.67,5,5,5,4.67,4.33,FALSE,1,0,1,0,0.12,2
1,0.95,TRUE,3,3,TRUE,TRUE,Queens,Private room,2,1,1,1,60,1,1125,1,1,1125,1125,1,1125,TRUE,18,47,77,167,82,33,5,4.89,4.9,4.93,4.98,4.85,4.84,FALSE,3,0,3,0,3.68,5
1,0.78,TRUE,1,1,TRUE,FALSE,Bronx,Private room,1,1,1,1,55,30,90,30,30,90,90,30,90,TRUE,1,31,61,151,6,5,1,5,5,5,5,5,5,FALSE,1,0,1,0,0.82,2
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,150,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,6,0,0,5,5,5,5,4.67,4.83,FALSE,1,1,0,0,0.23,8
0.89073136,0.83,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,75,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,3,2,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.24,6
1,0.4,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,1,159,7,14,7,7,14,14,7,14,TRUE,4,4,4,4,3,1,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.13,1
1,0.73,TRUE,0,0,TRUE,TRUE,Bronx,Entire home/apt,6,1,3,3,150,2,30,2,2,30,30,2,30,TRUE,6,6,6,6,58,39,4,4.83,4.79,4.97,4.93,4.72,4.79,FALSE,1,1,0,0,6.88,4
1,0.85,FALSE,0,0,TRUE,TRUE,Brooklyn,Shared room,1,1,1,1,29,5,31,5,5,1125,1125,5,1125,TRUE,0,0,0,63,11,0,0,5,4.91,5,5,4.91,4.91,FALSE,9,0,3,6,0.57,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Private room,2,1,1.323567139,1,275,2,4,2,2,4,4,2,4,TRUE,0,0,0,0,1,0,0,5,4,5,5,5,3,TRUE,1,0,1,0,0.04,7
0.33,0.06,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,2,2,110,7,28,7,7,28,28,7,28,TRUE,7,37,67,342,3,1,0,4.33,5,5,5,4,4.67,FALSE,1,1,0,0,0.21,1
1,0.75,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,340,5,14,5,5,14,14,5,14,TRUE,0,0,0,0,3,1,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.12,7
1,0.86,FALSE,4,4,TRUE,TRUE,Manhattan,Entire home/apt,1,1,1.323567139,1,120,30,1125,30,30,1125,1125,30,1125,TRUE,1,26,26,115,12,0,0,5,5,5,4.92,4.58,5,FALSE,3,2,1,0,0.53,7
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,150,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.04,6
1,0.95,TRUE,3,3,TRUE,TRUE,Queens,Private room,2,1,1,1,60,1,60,1,1,60,60,1,60,TRUE,28,58,88,363,83,22,3,4.72,4.88,4.89,4.86,4.81,4.65,FALSE,3,0,3,0,3.48,5
0.98,0.86,FALSE,105,105,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,117,30,1125,30,30,1125,1125,30,1125,TRUE,0,3,33,308,8,2,0,4.75,4.5,4.88,4.88,4.88,4.63,FALSE,105,105,0,0,0.33,3
0.98,0.86,FALSE,105,105,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,99,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,5,280,4,2,0,3.75,4.5,4,4,5,4.5,FALSE,105,105,0,0,0.22,3
0.98,0.86,FALSE,105,105,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,109,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,29,29,3,0,0,4.67,5,5,5,5,5,FALSE,105,105,0,0,0.13,3
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,130,30,1125,30,30,1125,1125,30,1125,TRUE,0,26,34,299,14,5,0,5,5,5,5,5,4.86,FALSE,3,2,1,0,0.56,6
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,170,30,1125,30,30,1125,1125,30,1125,TRUE,0,20,50,325,8,4,0,5,4.88,5,5,5,5,FALSE,3,2,1,0,0.31,6
0.88,1,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,6,1,2,2,250,6,1125,3,6,1125,1125,6,1125,TRUE,9,39,69,344,22,15,1,4.5,4.5,4.68,4.45,4.59,4.41,TRUE,3,3,0,0,0.87,7
0.89073136,0.5,FALSE,2,2,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,110,2,14,2,2,14,14,2,14,TRUE,0,2,4,208,1,0,0,5,5,5,5,5,5,FALSE,2,0,2,0,0.06,2
0.89073136,0.768297462,TRUE,3,3,TRUE,TRUE,Manhattan,Private room,2,1,1,1,75,30,90,30,30,90,90,30,90,TRUE,0,2,32,212,5,0,0,4.4,4.8,5,5,4.2,4.4,FALSE,6,4,2,0,0.21,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,1,1,1,1.593526985,150,90,90,90,90,1125,1125,90,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,TRUE,1,1,0,0,0.04,8
0.89073136,0.768297462,FALSE,4,4,TRUE,TRUE,Queens,Private room,2,1,1,1,32,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,7,0,0,4.29,4,4.86,4.71,5,4.14,TRUE,1,0,1,0,0.27,6
